"created_at","id","text","user_id","user_name","user_screen_name","user_location","user_followers_count","user_friends_count","user_created_at","user_time_zone","user_profile_background_color","user_profile_image_url","geo","coordinates","place"
"Thu Apr 02 20:44:07 +0000 2015",583731658676777000,"RSS Feed - Business Insider  via Business Insider #news http://t.co/w69Jz4iLRu",,,,,,,,,,,null,null,null
"Thu Apr 02 20:44:21 +0000 2015",583731717300686800,"RT @74Eroshchenko: сборник карты для css v34 surf http://t.co/jTTQaIxbPx Скачать",,,,,,,,,,,null,null,null
