"created_at","id","text","user_id","user_name","user_screen_name","user_location","user_followers_count","user_friends_count","user_created_at","user_time_zone","user_profile_background_color","user_profile_image_url","geo","coordinates","place"
"Thu Apr 02 20:53:26 +0000 2015",583734004114919400,"It's war outchea RT""@RaymondMakena: slvn313 seems like we're rolling in the same boat jus got out now after 45mins of tjho thjo""",,,,,,,,,,,null,null,null
"Thu Apr 02 20:53:28 +0000 2015",583734013455568900,"I'm going on a big boat with coworkers please send a blowup or some RTs to send off in case I fall over or get show by pirates",,,,,,,,,,,null,null,null
