"created_at","id","text","user_id","user_name","user_screen_name","user_location","user_followers_count","user_friends_count","user_created_at","user_time_zone","user_profile_background_color","user_profile_image_url","geo","coordinates","place"
"Tue Apr 14 21:13:32 +0000 2015",588087715591278600,"Crochet Baby Hat, Baby Bow Tie, CUSTOM, Newborn Hat and Tie, Crochet Bowtie, C... by QuinnsBin http://t.co/swB6xnd3M0 via @Etsy",,,,,,,,,,,null,null,null
"Tue Apr 14 21:13:33 +0000 2015",588087719743598600,"bow-back graphic tee http://t.co/F2LCyXGdcX",,,,,,,,,,,null,null,null
